716091,83,3
2059652,83,4
554875,83,2
2366565,83,4
306466,83,4
1966165,83,5
2187278,83,4
765331,83,3
2480084,83,2
1945809,83,2
1116671,83,4
276813,83,4
1815364,83,4
1794216,83,4
1109700,83,2
1488844,83,3
1208186,83,4
1712147,83,5
56069,83,3
1331887,83,5
577397,83,3
504233,83,4
1667981,83,3
369430,83,4
844736,83,4
42362,83,4
2569320,83,3
779760,83,4
2314362,83,4
1635484,83,4
273292,83,3
656399,83,3
1503415,83,4
1174530,83,4
1864095,83,4
2385934,83,4
636892,83,4
1778851,83,4
1761162,83,4
848443,83,4
542786,83,4
829326,83,4
616720,83,4
2541216,83,4
66358,83,4
1463145,83,3
2433426,83,3
25382,83,4
39956,83,4
1294425,83,4
1012119,83,3
1277134,83,4
139297,83,3
18300,83,5
824097,83,4
1379923,83,4
2007993,83,4
464095,83,4
2046595,83,3
1739854,83,4
1809037,83,4
1717064,83,4
1575876,83,4
86767,83,5
1242432,83,4
862045,83,3
1273567,83,4
2491255,83,3
630851,83,4
426397,83,5
735329,83,3
1989800,83,4
1296163,83,4
2098867,83,4
357521,83,4
1320901,83,4
121910,83,4
1428688,83,5
390508,83,4
1907667,83,4
1214457,83,3
1607938,83,5
962864,83,4
2565487,83,4
1940735,83,3
573364,83,3
2503691,83,4
466862,83,4
65353,83,3
1019903,83,4
1929766,83,4
2036099,83,3
1765949,83,2
2248852,83,5
2380973,83,3
160977,83,4
1360577,83,5
476119,83,5
2156241,83,3
1046323,83,4
386143,83,4
1068024,83,5
903561,83,3
1394510,83,3
810926,83,5
1645486,83,2
1036783,83,3
14690,83,4
948293,83,4
247794,83,3
1148713,83,4
63170,83,4
2340846,83,5
1491331,83,3
186951,83,3
2370740,83,3
876018,83,5
782537,83,3
754781,83,4
2184469,83,4
2218269,83,3
235838,83,4
2038379,83,3
2309150,83,2
1931648,83,3
1811019,83,5
2587619,83,2
86879,83,4
1174811,83,4
2328558,83,5
1427,83,3
2498427,83,4
1958627,83,3
1697473,83,4
1051929,83,4
937434,83,2
1200637,83,3
984992,83,2
1100912,83,4
2356622,83,4
475662,83,4
305574,83,4
215739,83,4
461110,83,1
428170,83,3
135348,83,4
1623132,83,3
58248,83,4
247687,83,4
439072,83,5
705603,83,1
971041,83,4
610692,83,5
1957175,83,2
1220901,83,5
2571254,83,4
1550976,83,4
454417,83,4
2516053,83,3
1720805,83,5
2480874,83,5
2018877,83,4
2382710,83,3
50409,83,4
510117,83,4
2323694,83,3
2492187,83,3
1874499,83,1
1892661,83,5
1684516,83,4
622194,83,5
163546,83,4
290706,83,4
1041552,83,4
2568270,83,5
610827,83,3
781622,83,5
988670,83,3
2245579,83,4
1213655,83,4
1286505,83,4
2468443,83,5
789493,83,3
1981793,83,4
253876,83,3
546017,83,4
1495927,83,4
1473098,83,3
2459251,83,5
1673689,83,4
2367566,83,4
1759074,83,3
1128254,83,4
1670290,83,4
1093403,83,5
610437,83,5
1081252,83,4
295983,83,5
1119513,83,3
313340,83,4
1581564,83,5
264160,83,3
603277,83,4
2535052,83,3
56522,83,4
1539341,83,2
1129423,83,4
570085,83,4
1859725,83,4
93349,83,2
1653075,83,4
2472174,83,4
76196,83,4
1691415,83,5
1185149,83,3
2418782,83,4
58255,83,1
80507,83,4
2161899,83,4
937603,83,4
364764,83,5
556596,83,3
1685449,83,4
2267507,83,4
2418200,83,3
1574266,83,4
1115400,83,4
2625420,83,4
2648502,83,3
1579371,83,3
2257374,83,4
1088027,83,4
1345754,83,4
296171,83,3
1548340,83,4
502093,83,4
209200,83,2
1969251,83,4
908205,83,4
1523579,83,3
255357,83,4
1197032,83,3
1512547,83,3
927210,83,4
2587481,83,1
652121,83,3
2455528,83,5
91007,83,4
1723281,83,5
1089368,83,3
1814018,83,3
1953178,83,3
2121612,83,3
1053933,83,4
1219206,83,4
203006,83,4
2297560,83,4
626446,83,4
2311816,83,4
997772,83,3
316162,83,4
845634,83,4
1197141,83,5
2367508,83,4
2246143,83,3
2472537,83,3
2503887,83,5
1176559,83,4
1788744,83,5
2471827,83,2
1191553,83,5
1875019,83,4
1122156,83,5
1892380,83,5
1714263,83,3
1799814,83,4
2340465,83,3
1873412,83,3
1668633,83,4
1204327,83,5
1077444,83,5
171039,83,4
1176421,83,4
2138987,83,3
176611,83,3
2567172,83,5
2343417,83,4
595284,83,3
855509,83,5
611315,83,3
2441066,83,4
1412961,83,4
1317314,83,5
1006457,83,4
2116703,83,3
1192830,83,4
2320307,83,3
1611112,83,5
380963,83,4
2333858,83,4
1888163,83,5
2344483,83,4
2610157,83,2
1045206,83,5
1216387,83,3
2249677,83,2
730855,83,3
2260788,83,2
2435916,83,2
1637206,83,4
2202826,83,4
1181560,83,5
172613,83,4
947406,83,3
1770196,83,3
1903877,83,4
1620735,83,5
1809999,83,3
2216004,83,3
1409469,83,3
676360,83,3
670998,83,5
839182,83,3
2125733,83,4
1857968,83,3
1213587,83,5
15814,83,4
2084343,83,4
992671,83,2
37188,83,5
687379,83,3
2545999,83,4
252207,83,4
2398831,83,3
291645,83,2
119287,83,4
1257106,83,5
752674,83,1
2213550,83,4
2452166,83,3
1297458,83,3
184161,83,3
1025642,83,3
256788,83,4
2026560,83,5
1323192,83,3
1692001,83,4
1832354,83,5
1113410,83,3
2212890,83,3
1169024,83,5
2259898,83,3
1819543,83,4
304116,83,4
331341,83,5
2551143,83,3
1854947,83,3
2162424,83,4
2084445,83,4
570932,83,2
709983,83,4
1051624,83,5
800717,83,4
2590061,83,4
523649,83,4
1321146,83,4
182620,83,3
2239227,83,4
1352289,83,5
296160,83,4
179489,83,3
124237,83,4
316685,83,3
2403300,83,4
1282743,83,5
272881,83,4
2469324,83,3
2514107,83,4
68251,83,3
1821073,83,3
715553,83,5
238401,83,3
158289,83,4
2064672,83,3
931566,83,2
1569053,83,2
747066,83,4
1951605,83,4
1579311,83,4
1534216,83,5
2462333,83,5
1712923,83,3
2324407,83,4
1559921,83,5
223183,83,3
1287146,83,4
2309963,83,3
1406872,83,5
2012897,83,3
562784,83,3
2242958,83,3
2385918,83,4
324102,83,5
2459804,83,5
1729881,83,3
2456515,83,4
1712417,83,4
1977959,83,4
1429041,83,3
2004175,83,2
2486599,83,3
21983,83,3
1132822,83,5
452192,83,5
50952,83,3
2439795,83,5
1555742,83,4
1203892,83,3
2174660,83,4
1682580,83,4
190249,83,3
2049500,83,3
740724,83,4
488183,83,4
665030,83,2
61863,83,5
298900,83,2
238041,83,3
769887,83,4
459486,83,4
1024388,83,5
259348,83,4
1273082,83,4
2257979,83,4
483483,83,3
121086,83,4
2611449,83,4
1759189,83,2
652356,83,5
2048785,83,4
17063,83,4
273630,83,3
1787269,83,3
2142225,83,4
2344186,83,5
360830,83,3
256295,83,4
1537477,83,4
1984086,83,5
155899,83,3
398016,83,5
2424911,83,3
2582631,83,3
706282,83,4
2280025,83,4
1205526,83,4
1256700,83,5
920368,83,4
1140048,83,5
1297880,83,4
1832225,83,3
1265877,83,4
1481142,83,4
325929,83,3
668882,83,4
1025800,83,5
365264,83,4
2285713,83,5
719347,83,4
2628653,83,3
1498672,83,4
2239304,83,4
2104680,83,4
2061871,83,4
1628475,83,4
1845760,83,4
989228,83,5
547570,83,4
978324,83,3
1084149,83,3
895966,83,5
2370466,83,3
1920610,83,4
2206777,83,4
867044,83,4
1111210,83,2
1368681,83,3
740967,83,3
1991545,83,4
1096675,83,4
2373670,83,5
575786,83,4
805975,83,3
1116377,83,3
477696,83,3
2210014,83,3
2091892,83,4
1004219,83,5
531398,83,3
741155,83,5
675390,83,5
1519073,83,4
1661430,83,2
2063030,83,2
1618095,83,1
1333,83,3
2310495,83,5
1998055,83,5
2613757,83,3
2530840,83,2
1404245,83,4
1140164,83,4
1145831,83,3
1721359,83,4
2004436,83,4
1268197,83,5
1143216,83,4
2517315,83,3
1499504,83,3
2541531,83,3
421579,83,3
1900854,83,4
2037102,83,3
2467705,83,4
45333,83,4
681117,83,4
1257675,83,3
369215,83,4
340715,83,4
1379187,83,4
1811167,83,4
1532735,83,4
52540,83,4
1771516,83,2
571280,83,5
2636039,83,3
2031286,83,4
1400279,83,4
387744,83,4
1060407,83,4
1163029,83,4
2487417,83,4
1451370,83,5
439978,83,3
790809,83,4
2203274,83,2
971052,83,4
103703,83,3
2414149,83,3
2309534,83,5
1094786,83,3
1020583,83,3
1705134,83,2
408459,83,4
1448783,83,3
786415,83,5
2025854,83,4
813981,83,4
1069109,83,4
