282486,35,2
1443524,35,3
1319997,35,4
2360117,35,3
1948839,35,5
1965800,35,4
209200,35,4
2105990,35,3
353820,35,2
1968328,35,4
71148,35,3
732556,35,4
1374336,35,5
1760166,35,3
2309963,35,3
127010,35,3
773427,35,3
624145,35,2
2640626,35,3
352622,35,1
797570,35,2
2377847,35,3
1067619,35,4
968619,35,1
1541814,35,5
160677,35,3
1016065,35,5
1245640,35,5
2162641,35,2
1080361,35,3
1838568,35,2
2030523,35,5
922636,35,3
2600558,35,4
303948,35,4
1531020,35,3
1645535,35,3
385583,35,2
1721571,35,5
318032,35,3
1473924,35,2
2148546,35,3
1227322,35,1
427928,35,2
2491620,35,3
2487958,35,4
1120202,35,3
491911,35,1
398094,35,3
125163,35,4
819349,35,5
2409681,35,4
2546016,35,2
326177,35,2
2388205,35,3
1988873,35,3
85550,35,2
472012,35,3
962439,35,5
1161725,35,4
1294583,35,4
804627,35,3
2119007,35,3
1840435,35,4
2582726,35,5
883884,35,4
2165729,35,5
420350,35,4
363163,35,4
1192255,35,3
1509395,35,4
2516012,35,3
2605498,35,2
2042561,35,3
1190094,35,4
318199,35,3
2336788,35,5
755887,35,3
1226844,35,2
1363315,35,3
799386,35,1
1077336,35,5
1672380,35,3
1810453,35,5
1862457,35,3
2413457,35,3
2608302,35,3
2465236,35,2
2030008,35,3
1888439,35,1
789969,35,3
2073766,35,3
716874,35,3
973703,35,3
962098,35,2
2257122,35,4
1782629,35,3
492531,35,3
962564,35,3
1347949,35,5
1709239,35,3
912093,35,4
894921,35,3
728392,35,5
916594,35,5
513720,35,1
2349120,35,2
1758409,35,1
2248489,35,3
439964,35,1
106259,35,3
1925969,35,3
1486460,35,1
1489456,35,3
2395563,35,4
960135,35,3
963350,35,1
627515,35,2
2332613,35,2
1371422,35,2
576901,35,4
1563429,35,3
2451993,35,4
1144870,35,3
1462488,35,3
1054564,35,2
2311049,35,4
980939,35,3
1546749,35,3
1176462,35,4
1314869,35,4
1408056,35,5
2119593,35,3
401917,35,3
1255703,35,3
1370005,35,3
832047,35,3
1882485,35,5
2030805,35,3
637533,35,4
1897340,35,4
1847252,35,3
2080006,35,5
1356639,35,1
769404,35,3
2255373,35,3
2469477,35,3
1408341,35,5
523720,35,4
1631676,35,1
1730191,35,4
117886,35,3
1357969,35,3
2508065,35,4
1467867,35,1
2062350,35,4
1606342,35,2
1304853,35,2
881448,35,3
1961729,35,3
397684,35,5
2416772,35,4
2363742,35,4
1819462,35,3
2495043,35,5
2439493,35,1
2530263,35,3
1179440,35,2
308940,35,2
2436375,35,3
1491850,35,5
836293,35,2
1298147,35,3
1851493,35,2
2636398,35,4
1134379,35,4
518418,35,4
2164410,35,3
2135123,35,4
1116080,35,3
557914,35,2
1618707,35,4
1430108,35,3
555663,35,2
2247033,35,4
2597191,35,4
57186,35,2
1183174,35,2
1913414,35,5
1377870,35,2
1516909,35,3
1923216,35,3
2563107,35,2
1125226,35,3
2495253,35,4
1724411,35,3
1596709,35,3
714327,35,1
1679094,35,4
1434888,35,4
680148,35,4
2188378,35,2
1046918,35,4
1473980,35,3
1085207,35,3
2195361,35,5
651625,35,3
165288,35,3
2588510,35,3
859380,35,4
2079484,35,2
234593,35,4
1588483,35,3
337245,35,3
2385812,35,4
56790,35,3
1316284,35,2
1028463,35,5
152807,35,2
1990957,35,4
183466,35,5
1099506,35,2
1115350,35,4
743633,35,5
2050469,35,4
684220,35,3
1300982,35,2
2101632,35,3
1517901,35,5
1172958,35,4
407037,35,1
1438147,35,5
2469500,35,2
1755123,35,3
1903324,35,1
568605,35,3
2648302,35,2
291503,35,5
817464,35,2
676718,35,3
2275148,35,5
1530215,35,5
1468515,35,4
1493303,35,3
818432,35,3
2424683,35,5
35179,35,2
1676771,35,3
180920,35,4
1868242,35,5
2283873,35,2
2397314,35,3
1986034,35,3
2184853,35,2
2521550,35,5
2182735,35,3
2574924,35,3
1430258,35,3
2569552,35,4
568596,35,3
2531469,35,3
2224061,35,2
700864,35,3
1200461,35,3
1227944,35,5
2541385,35,4
595778,35,1
1489224,35,1
1024768,35,4
1105029,35,2
2217698,35,3
236815,35,2
720415,35,5
727646,35,2
1816177,35,2
1385788,35,1
204177,35,1
2432155,35,5
2350832,35,1
1301201,35,4
1621089,35,2
1875017,35,1
889574,35,3
2134761,35,3
1576111,35,5
443572,35,2
1888885,35,3
1964735,35,3
15251,35,4
1475475,35,2
1711346,35,5
1355897,35,5
420200,35,3
35887,35,2
2223310,35,2
1613378,35,4
1410283,35,3
741977,35,3
2503648,35,5
2053238,35,4
914155,35,4
378986,35,1
1009089,35,5
1591705,35,3
1404960,35,3
1225756,35,2
2151704,35,4
1687753,35,3
1861248,35,4
310122,35,5
403915,35,2
1259220,35,4
857904,35,3
1440126,35,3
1197689,35,3
1618060,35,2
2574175,35,5
1763979,35,2
1492140,35,3
1839424,35,5
902913,35,2
2235803,35,3
48699,35,2
2057838,35,4
595870,35,2
1552084,35,1
1141189,35,4
1371031,35,2
860520,35,3
2415428,35,1
40772,35,2
1404734,35,4
1049239,35,3
1098559,35,4
2077352,35,5
2003197,35,5
1142792,35,3
1709963,35,3
702085,35,3
776126,35,5
1899613,35,3
319437,35,4
1746378,35,4
2243988,35,1
774398,35,3
157667,35,5
423000,35,5
1610827,35,5
1586221,35,3
48281,35,3
1568774,35,3
2118885,35,3
186641,35,2
2273779,35,3
625146,35,2
385522,35,3
1438622,35,3
2086301,35,3
1664010,35,5
2261313,35,3
470853,35,3
114738,35,5
285975,35,5
1642678,35,2
2441439,35,1
2134395,35,1
2446490,35,3
