1943087,78,3
712664,78,1
1907667,78,5
1966165,78,3
1583391,78,3
2480084,78,4
1987434,78,1
1567328,78,2
951709,78,3
1794216,78,2
2400678,78,4
998229,78,3
2641857,78,3
1331887,78,3
1276913,78,5
1663216,78,1
1174530,78,4
1488957,78,4
1319997,78,3
1936617,78,3
2238860,78,5
1447354,78,2
1980082,78,1
617782,78,5
1948839,78,3
754082,78,3
1645486,78,1
2285616,78,3
247794,78,1
1350497,78,2
180151,78,1
660580,78,2
2370740,78,2
1657077,78,3
2218269,78,5
513841,78,3
1174811,78,1
2328558,78,5
307910,78,5
2235716,78,2
1355247,78,5
1120091,78,4
2065726,78,4
1419003,78,3
2351571,78,4
2636158,78,5
1058234,78,2
817251,78,2
2327803,78,5
733690,78,2
2604063,78,1
743687,78,3
76196,78,5
1986212,78,4
1977128,78,3
896780,78,3
885929,78,1
681890,78,5
2353323,78,3
80507,78,4
2161899,78,2
2418200,78,3
827380,78,3
2204961,78,2
1228696,78,3
2551764,78,3
1062199,78,4
2472537,78,1
484109,78,3
2051964,78,4
2105990,78,3
2343417,78,4
2179335,78,3
1436407,78,4
1412961,78,3
1162733,78,5
676175,78,3
1196093,78,3
771321,78,3
109089,78,3
175546,78,5
1177203,78,2
2260788,78,4
2133463,78,1
2554555,78,3
752696,78,4
1863499,78,3
502355,78,3
2256674,78,3
1819543,78,2
1647335,78,3
1205523,78,5
388547,78,2
873874,78,4
1363756,78,2
2012897,78,5
1853679,78,2
2439795,78,3
541295,78,3
1582497,78,2
318920,78,3
2152097,78,1
2353806,78,1
360830,78,2
1158424,78,3
974318,78,3
665030,78,3
2649225,78,4
1387049,78,3
1676221,78,3
1144568,78,3
518740,78,1
319119,78,3
1212375,78,3
1519073,78,3
638998,78,4
1241173,78,2
1266092,78,2
1998055,78,1
142582,78,3
1672251,78,3
1546658,78,3
948848,78,4
2335612,78,4
2037102,78,5
922922,78,4
1703680,78,2
1843617,78,4
917118,78,3
685216,78,3
474371,78,5
1993036,78,4
986454,78,3
27870,78,2
2503255,78,1
870391,78,3
1982465,78,2
1718242,78,3
788769,78,2
1384102,78,3
648219,78,4
2368569,78,3
172031,78,4
2219523,78,3
2577867,78,2
2402990,78,3
656460,78,3
1502196,78,4
1495252,78,1
1146375,78,4
561733,78,5
2278767,78,4
2534447,78,5
1965204,78,3
358291,78,3
1567240,78,1
416557,78,5
1872087,78,2
1950611,78,3
386289,78,3
2536553,78,1
980410,78,3
28662,78,3
1242376,78,3
618841,78,3
2504752,78,3
2268573,78,1
1386469,78,3
262633,78,2
1500364,78,2
119359,78,5
251113,78,1
2099338,78,3
2035994,78,3
2637948,78,4
185495,78,3
535630,78,2
2191844,78,5
2413347,78,2
2087711,78,4
2475820,78,4
2093398,78,2
2600558,78,3
904391,78,2
1374363,78,4
668470,78,4
850384,78,3
1484808,78,3
2047888,78,3
58925,78,5
1937382,78,4
2124137,78,3
1146715,78,3
585239,78,1
122431,78,4
752670,78,3
830363,78,3
559344,78,2
107840,78,1
2593317,78,2
2294883,78,3
2086264,78,2
2518195,78,1
1831034,78,4
699239,78,2
54781,78,1
1617529,78,2
1039986,78,1
141745,78,2
2576999,78,4
162348,78,3
2237586,78,4
251043,78,2
351559,78,2
1008290,78,4
681096,78,4
1029224,78,3
